Value,Emotion,Time_Mins_Secs
4,relaxation,
1,desire,
9,worry,
4,disgust,
9,fear,
9,anxiety,
9,sadness,
3,happiness,
4,relaxation,
4,desire,
9,worry,
4,disgust,
8,fear,
9,anxiety,
7,sadness,
1,happiness,
1,relaxation,
1,desire,
7,worry,
2,disgust,
6,fear,
7,anxiety,
8,sadness,
5,happiness,
5,relaxation,
3,desire,
9,worry,
1,disgust,
9,fear,
9,anxiety,
9,sadness,
1,happiness,
1,relaxation,
1,desire,
4,worry,
1,disgust,
3,fear,
5,anxiety,
2,sadness,
5,happiness,
5,relaxation,
5,desire,
7,worry,
1,disgust,
7,fear,
8,anxiety,
8,sadness,
2,happiness,
3,relaxation,
1,desire,
6,worry,
1,disgust,
6,fear,
7,anxiety,
1,sadness,
5,happiness,
3,relaxation,
4,desire,
7,worry,
5,disgust,
7,fear,
8,anxiety,
7,sadness,
4,happiness,
3,relaxation,
5,desire,
9,worry,
2,disgust,
9,fear,
9,anxiety,
7,sadness,
3,happiness,
1,relaxation,
3,desire,
8,worry,
1,disgust,
1,fear,
8,anxiety,
4,sadness,
5,happiness,
4,relaxation,
5,desire,
9,worry,
8,disgust,
8,fear,
8,anxiety,
8,sadness,
1,happiness,
1,relaxation,
1,desire,
3,worry,
1,disgust,
4,fear,
4,anxiety,
5,sadness,
5,happiness,
5,relaxation,
9,desire,
3,worry,
3,disgust,
2,fear,
5,anxiety,
8,sadness,
2,happiness,
2,relaxation,
6,desire,
7,worry,
4,disgust,
7,fear,
8,anxiety,
6,sadness,
2,happiness,
2,relaxation,
2,desire,
7,worry,
1,disgust,
4,fear,
7,anxiety,
6,sadness,
1,happiness,
1,relaxation,
1,desire,
5,worry,
6,disgust,
5,fear,
5,anxiety,
5,sadness,
5,happiness,
5,relaxation,
5,desire,
7,worry,
4,disgust,
6,fear,
7,anxiety,
5,sadness,
3,happiness,
2,relaxation,
3,desire,
9,worry,
4,disgust,
8,fear,
9,anxiety,
6,sadness,
3,happiness,
3,relaxation,
2,desire,
8,worry,
2,disgust,
7,fear,
9,anxiety,
8,sadness,
1,happiness,
3,relaxation,
7,desire,
8,worry,
1,disgust,
4,fear,
3,anxiety,
1,sadness,
7,happiness,
9,relaxation,
1,desire,
9,worry,
6,disgust,
7,fear,
9,anxiety,
9,sadness,
2,happiness,
2,relaxation,
5,desire,
9,worry,
7,disgust,
9,fear,
9,anxiety,
7,sadness,
1,happiness,
2,relaxation,
3,desire,
7,worry,
1,disgust,
7,fear,
8,anxiety,
7,sadness,
2,happiness,
2,relaxation,
1,desire,
5,worry,
4,disgust,
6,fear,
7,anxiety,
8,sadness,
4,happiness,
4,relaxation,
6,desire,
7,worry,
3,disgust,
3,fear,
1,anxiety,
1,sadness,
4,happiness,
2,relaxation,
5,desire,
7,worry,
3,disgust,
8,fear,
9,anxiety,
7,sadness,
2,happiness,
2,relaxation,
1,desire,
6,worry,
3,disgust,
6,fear,
7,anxiety,
7,sadness,
5,happiness,
6,relaxation,
5,desire,
9,worry,
1,disgust,
9,fear,
9,anxiety,
6,sadness,
1,happiness,
1,relaxation,
1,desire,
9,worry,
1,disgust,
7,fear,
8,anxiety,
9,sadness,
2,happiness,
2,relaxation,
1,desire,
4,worry,
1,disgust,
5,fear,
5,anxiety,
6,sadness,
5,happiness,
6,relaxation,
6,desire,
6,worry,
2,disgust,
7,fear,
8,anxiety,
7,sadness,
3,happiness,
2,relaxation,
2,desire,
2,worry,
6,disgust,
1,fear,
7,anxiety,
8,sadness,
1,happiness,
2,relaxation,
2,desire,
4,worry,
8,disgust,
3,fear,
4,anxiety,
9,sadness,
1,happiness,
1,relaxation,
1,desire,
7,worry,
3,disgust,
5,fear,
7,anxiety,
6,sadness,
6,happiness,
6,relaxation,
6,desire,
3,worry,
6,disgust,
3,fear,
3,anxiety,
7,sadness,
1,happiness,
5,relaxation,
2,desire,
9,worry,
2,disgust,
9,fear,
9,anxiety,
7,sadness,
3,happiness,
2,relaxation,
3,desire,
7,worry,
1,disgust,
4,fear,
8,anxiety,
8,sadness,
1,happiness,
4,relaxation,
1,desire,
9,worry,
1,disgust,
8,fear,
6,anxiety,
9,sadness,
2,happiness,
1,relaxation,
1,desire,
4,worry,
6,disgust,
3,fear,
7,anxiety,
6,sadness,
1,happiness,
1,relaxation,
1,desire,
8,worry,
1,disgust,
5,fear,
8,anxiety,
7,sadness,
1,happiness,
1,relaxation,
5,desire,
6,worry,
2,disgust,
8,fear,
8,anxiety,
6,sadness,
5,happiness,
4,relaxation,
1,desire,
7,worry,
1,disgust,
3,fear,
7,anxiety,
5,sadness,
5,happiness,
4,relaxation,
1,desire,
9,worry,
1,disgust,
5,fear,
7,anxiety,
7,sadness,
5,happiness,
5,relaxation,
1,desire,
4,worry,
1,disgust,
1,fear,
1,anxiety,
1,sadness,
7,happiness,
8,relaxation,
3,desire,
8,worry,
1,disgust,
6,fear,
8,anxiety,
8,sadness,
1,happiness,
1,relaxation,
1,desire,
6,worry,
2,disgust,
5,fear,
6,anxiety,
5,sadness,
4,happiness,
6,relaxation,
2,desire,
8,worry,
8,disgust,
7,fear,
8,anxiety,
7,sadness,
8,happiness,
8,relaxation,
8,desire,
6,worry,
3,disgust,
6,fear,
6,anxiety,
7,sadness,
2,happiness,
4,relaxation,
3,desire,
6,worry,
1,disgust,
4,fear,
2,anxiety,
2,sadness,
7,happiness,
8,relaxation,
6,desire,
8,worry,
8,disgust,
9,fear,
9,anxiety,
6,sadness,
5,happiness,
6,relaxation,
8,desire,
7,worry,
1,disgust,
4,fear,
8,anxiety,
6,sadness,
3,happiness,
2,relaxation,
2,desire,
9,worry,
6,disgust,
8,fear,
9,anxiety,
7,sadness,
4,happiness,
2,relaxation,
4,desire,
4,worry,
2,disgust,
2,fear,
3,anxiety,
2,sadness,
4,happiness,
6,relaxation,
2,desire,
7,worry,
7,disgust,
8,fear,
4,anxiety,
6,sadness,
2,happiness,
1,relaxation,
2,desire,
7,worry,
2,disgust,
6,fear,
8,anxiety,
1,sadness,
4,happiness,
5,relaxation,
4,desire,
6,worry,
7,disgust,
6,fear,
8,anxiety,
3,sadness,
4,happiness,
4,relaxation,
6,desire,
6,worry,
2,disgust,
2,fear,
2,anxiety,
2,sadness,
5,happiness,
8,relaxation,
3,desire,
8,worry,
4,disgust,
8,fear,
7,anxiety,
5,sadness,
5,happiness,
4,relaxation,
4,desire,
6,worry,
1,disgust,
7,fear,
5,anxiety,
7,sadness,
5,happiness,
6,relaxation,
8,desire,
6,worry,
1,disgust,
5,fear,
5,anxiety,
3,sadness,
2,happiness,
4,relaxation,
2,desire,
6,worry,
1,disgust,
6,fear,
5,anxiety,
7,sadness,
3,happiness,
2,relaxation,
7,desire,
6,worry,
2,disgust,
2,fear,
6,anxiety,
2,sadness,
4,happiness,
4,relaxation,
2,desire,
8,worry,
3,disgust,
8,fear,
8,anxiety,
7,sadness,
2,happiness,
4,relaxation,
4,desire,
7,worry,
6,disgust,
7,fear,
7,anxiety,
8,sadness,
4,happiness,
5,relaxation,
5,desire,
6,worry,
3,disgust,
6,fear,
7,anxiety,
8,sadness,
2,happiness,
3,relaxation,
2,desire,
4,worry,
1,disgust,
1,fear,
1,anxiety,
1,sadness,
6,happiness,
8,relaxation,
3,desire,
7,worry,
1,disgust,
4,fear,
7,anxiety,
2,sadness,
4,happiness,
6,relaxation,
2,desire,
7,worry,
6,disgust,
7,fear,
8,anxiety,
7,sadness,
3,happiness,
2,relaxation,
2,desire,
7,worry,
2,disgust,
7,fear,
6,anxiety,
6,sadness,
3,happiness,
2,relaxation,
2,desire,
5,worry,
1,disgust,
2,fear,
2,anxiety,
1,sadness,
4,happiness,
5,relaxation,
5,desire,
8,worry,
3,disgust,
7,fear,
8,anxiety,
6,sadness,
8,happiness,
8,relaxation,
5,desire,
7,worry,
2,disgust,
6,fear,
7,anxiety,
7,sadness,
4,happiness,
6,relaxation,
3,desire,
8,worry,
2,disgust,
2,fear,
4,anxiety,
4,sadness,
8,happiness,
9,relaxation,
2,desire,
7,worry,
3,disgust,
6,fear,
5,anxiety,
8,sadness,
2,happiness,
5,relaxation,
3,desire,
7,worry,
1,disgust,
3,fear,
3,anxiety,
5,sadness,
5,happiness,
5,relaxation,
3,desire,
5,worry,
1,disgust,
1,fear,
2,anxiety,
6,sadness,
2,happiness,
7,relaxation,
3,desire,
4,worry,
2,disgust,
2,fear,
4,anxiety,
2,sadness,
4,happiness,
6,relaxation,
2,desire,
3,worry,
1,disgust,
1,fear,
2,anxiety,
2,sadness,
7,happiness,
8,relaxation,
5,desire,
6,worry,
4,disgust,
5,fear,
5,anxiety,
5,sadness,
5,happiness,
5,relaxation,
2,desire,
6,worry,
3,disgust,
4,fear,
6,anxiety,
7,sadness,
3,happiness,
4,relaxation,
2,desire,
8,worry,
6,disgust,
7,fear,
8,anxiety,
5,sadness,
4,happiness,
4,relaxation,
1,desire,
5,worry,
4,disgust,
4,fear,
4,anxiety,
6,sadness,
3,happiness,
4,relaxation,
4,desire,
7,worry,
2,disgust,
3,fear,
7,anxiety,
4,sadness,
2,happiness,
2,relaxation,
1,desire,
4,worry,
3,disgust,
7,fear,
6,anxiety,
6,sadness,
4,happiness,
7,relaxation,
4,desire,
8,worry,
6,disgust,
9,fear,
8,anxiety,
9,sadness,
2,happiness,
2,relaxation,
1,desire,
6,worry,
4,disgust,
7,fear,
6,anxiety,
6,sadness,
5,happiness,
5,relaxation,
6,desire,
9,worry,
5,disgust,
9,fear,
9,anxiety,
9,sadness,
1,happiness,
1,relaxation,
1,desire,
6,worry,
5,disgust,
1,fear,
3,anxiety,
9,sadness,
3,happiness,
6,relaxation,
8,desire,
7,worry,
1,disgust,
4,fear,
6,anxiety,
2,sadness,
6,happiness,
6,relaxation,
3,desire,
4,worry,
4,disgust,
4,fear,
6,anxiety,
1,sadness,
6,happiness,
4,relaxation,
3,desire,
2,worry,
1,disgust,
1,fear,
1,anxiety,
1,sadness,
8,happiness,
9,relaxation,
5,desire,
3,worry,
6,disgust,
2,fear,
1,anxiety,
1,sadness,
4,happiness,
6,relaxation,
6,desire,
6,worry,
2,disgust,
6,fear,
7,anxiety,
8,sadness,
4,happiness,
3,relaxation,
7,desire,
3,worry,
7,disgust,
2,fear,
2,anxiety,
1,sadness,
7,happiness,
7,relaxation,
5,desire,
7,worry,
6,disgust,
7,fear,
9,anxiety,
7,sadness,
1,happiness,
3,relaxation,
7,desire,
8,worry,
2,disgust,
2,fear,
2,anxiety,
3,sadness,
5,happiness,
7,relaxation,
5,desire,
6,worry,
4,disgust,
6,fear,
7,anxiety,
6,sadness,
3,happiness,
2,relaxation,
1,desire,
7,worry,
1,disgust,
6,fear,
7,anxiety,
6,sadness,
5,happiness,
4,relaxation,
1,desire,
9,worry,
1,disgust,
7,fear,
7,anxiety,
8,sadness,
2,happiness,
5,relaxation,
2,desire,
9,worry,
4,disgust,
6,fear,
8,anxiety,
9,sadness,
3,happiness,
4,relaxation,
4,desire,
9,worry,
4,disgust,
4,fear,
5,anxiety,
2,sadness,
3,happiness,
5,relaxation,
3,desire,
5,worry,
7,disgust,
4,fear,
4,anxiety,
6,sadness,
4,happiness,
4,relaxation,
4,desire,
2,worry,
1,disgust,
1,fear,
1,anxiety,
1,sadness,
1,happiness,
2,relaxation,
1,desire,
7,worry,
6,disgust,
7,fear,
4,anxiety,
4,sadness,
6,happiness,
6,relaxation,
4,desire,
9,worry,
6,disgust,
9,fear,
9,anxiety,
9,sadness,
2,happiness,
1,relaxation,
1,desire,
5,worry,
1,disgust,
3,fear,
1,anxiety,
6,sadness,
3,happiness,
3,relaxation,
1,desire,
8,worry,
3,disgust,
8,fear,
9,anxiety,
7,sadness,
2,happiness,
4,relaxation,
2,desire,
9,worry,
5,disgust,
8,fear,
5,anxiety,
9,sadness,
1,happiness,
1,relaxation,
1,desire,
8,worry,
2,disgust,
7,fear,
9,anxiety,
5,sadness,
3,happiness,
3,relaxation,
1,desire,
9,worry,
4,disgust,
9,fear,
9,anxiety,
9,sadness,
1,happiness,
1,relaxation,
1,desire,
6,worry,
2,disgust,
3,fear,
3,anxiety,
2,sadness,
7,happiness,
7,relaxation,
2,desire,
7,worry,
4,disgust,
6,fear,
7,anxiety,
6,sadness,
5,happiness,
6,relaxation,
3,desire,
9,worry,
1,disgust,
9,fear,
9,anxiety,
9,sadness,
1,happiness,
1,relaxation,
1,desire,
8,worry,
3,disgust,
8,fear,
8,anxiety,
5,sadness,
4,happiness,
5,relaxation,
2,desire,
6,worry,
2,disgust,
5,fear,
6,anxiety,
6,sadness,
3,happiness,
3,relaxation,
1,desire,
4,worry,
1,disgust,
2,fear,
3,anxiety,
5,sadness,
4,happiness,
6,relaxation,
1,desire,
6,worry,
2,disgust,
5,fear,
6,anxiety,
4,sadness,
6,happiness,
7,relaxation,
3,desire,
1,worry,
1,disgust,
1,fear,
1,anxiety,
1,sadness,
8,happiness,
9,relaxation,
5,desire,
6,worry,
6,disgust,
7,fear,
3,anxiety,
8,sadness,
1,happiness,
2,relaxation,
2,desire,
7,worry,
3,disgust,
6,fear,
7,anxiety,
3,sadness,
3,happiness,
2,relaxation,
1,desire,
7,worry,
2,disgust,
5,fear,
8,anxiety,
6,sadness,
5,happiness,
4,relaxation,
3,desire,
8,worry,
4,disgust,
6,fear,
8,anxiety,
7,sadness,
4,happiness,
4,relaxation,
6,desire,
6,worry,
2,disgust,
3,fear,
4,anxiety,
1,sadness,
6,happiness,
7,relaxation,
3,desire,
7,worry,
1,disgust,
6,fear,
7,anxiety,
5,sadness,
2,happiness,
3,relaxation,
1,desire,
6,worry,
6,disgust,
6,fear,
6,anxiety,
6,sadness,
2,happiness,
5,relaxation,
1,desire,
7,worry,
1,disgust,
6,fear,
7,anxiety,
8,sadness,
2,happiness,
4,relaxation,
5,desire,
9,worry,
8,disgust,
9,fear,
9,anxiety,
8,sadness,
3,happiness,
5,relaxation,
5,desire,
8,worry,
2,disgust,
7,fear,
9,anxiety,
7,sadness,
5,happiness,
7,relaxation,
3,desire,
4,worry,
1,disgust,
5,fear,
2,anxiety,
6,sadness,
2,happiness,
9,relaxation,
1,desire,
7,worry,
1,disgust,
6,fear,
7,anxiety,
4,sadness,
1,happiness,
2,relaxation,
1,desire,
7,worry,
1,disgust,
7,fear,
7,anxiety,
5,sadness,
5,happiness,
6,relaxation,
6,desire,
7,worry,
2,disgust,
6,fear,
8,anxiety,
7,sadness,
1,happiness,
2,relaxation,
2,desire,
7,worry,
7,disgust,
7,fear,
9,anxiety,
6,sadness,
2,happiness,
1,relaxation,
1,desire,
5,worry,
1,disgust,
6,fear,
9,anxiety,
6,sadness,
3,happiness,
6,relaxation,
6,desire,
9,worry,
7,disgust,
5,fear,
8,anxiety,
6,sadness,
2,happiness,
7,relaxation,
9,desire,
7,worry,
1,disgust,
8,fear,
6,anxiety,
6,sadness,
3,happiness,
4,relaxation,
2,desire,
7,worry,
4,disgust,
6,fear,
8,anxiety,
6,sadness,
4,happiness,
5,relaxation,
4,desire,
5,worry,
1,disgust,
3,fear,
4,anxiety,
5,sadness,
4,happiness,
4,relaxation,
2,desire,
6,worry,
2,disgust,
6,fear,
8,anxiety,
4,sadness,
5,happiness,
5,relaxation,
1,desire,
9,worry,
4,disgust,
9,fear,
9,anxiety,
9,sadness,
1,happiness,
1,relaxation,
1,desire,
6,worry,
6,disgust,
7,fear,
8,anxiety,
8,sadness,
3,happiness,
3,relaxation,
8,desire,
8,worry,
7,disgust,
8,fear,
5,anxiety,
7,sadness,
2,happiness,
2,relaxation,
8,desire,
7,worry,
8,disgust,
6,fear,
8,anxiety,
4,sadness,
2,happiness,
2,relaxation,
5,desire,
7,worry,
2,disgust,
6,fear,
4,anxiety,
8,sadness,
5,happiness,
6,relaxation,
5,desire,
7,worry,
2,disgust,
7,fear,
8,anxiety,
7,sadness,
3,happiness,
2,relaxation,
2,desire,
7,worry,
4,disgust,
6,fear,
7,anxiety,
7,sadness,
5,happiness,
6,relaxation,
7,desire,
6,worry,
8,disgust,
3,fear,
6,anxiety,
3,sadness,
2,happiness,
3,relaxation,
1,desire,
5,worry,
2,disgust,
4,fear,
5,anxiety,
3,sadness,
3,happiness,
3,relaxation,
2,desire,
5,worry,
1,disgust,
1,fear,
6,anxiety,
2,sadness,
2,happiness,
4,relaxation,
2,desire,
8,worry,
1,disgust,
4,fear,
4,anxiety,
6,sadness,
5,happiness,
7,relaxation,
5,desire,
7,worry,
2,disgust,
4,fear,
5,anxiety,
4,sadness,
5,happiness,
6,relaxation,
4,desire,
5,worry,
4,disgust,
5,fear,
6,anxiety,
6,sadness,
1,happiness,
1,relaxation,
1,desire,
6,worry,
1,disgust,
5,fear,
9,anxiety,
6,sadness,
1,happiness,
1,relaxation,
1,desire,
7,worry,
6,disgust,
8,fear,
8,anxiety,
7,sadness,
4,happiness,
4,relaxation,
4,desire,
9,worry,
2,disgust,
7,fear,
9,anxiety,
8,sadness,
1,happiness,
1,relaxation,
1,desire,
7,worry,
7,disgust,
7,fear,
8,anxiety,
7,sadness,
1,happiness,
2,relaxation,
1,desire,
6,worry,
4,disgust,
7,fear,
8,anxiety,
7,sadness,
4,happiness,
7,relaxation,
4,desire,
8,worry,
1,disgust,
6,fear,
8,anxiety,
6,sadness,
5,happiness,
6,relaxation,
2,desire,
8,worry,
3,disgust,
8,fear,
9,anxiety,
9,sadness,
4,happiness,
5,relaxation,
2,desire,
5,worry,
1,disgust,
2,fear,
4,anxiety,
4,sadness,
4,happiness,
5,relaxation,
3,desire,
9,worry,
6,disgust,
9,fear,
4,anxiety,
4,sadness,
3,happiness,
2,relaxation,
2,desire,
5,worry,
4,disgust,
6,fear,
7,anxiety,
4,sadness,
2,happiness,
3,relaxation,
6,desire,
8,worry,
4,disgust,
7,fear,
8,anxiety,
5,sadness,
2,happiness,
2,relaxation,
5,desire,
8,worry,
5,disgust,
8,fear,
8,anxiety,
7,sadness,
1,happiness,
1,relaxation,
1,desire,
6,worry,
1,disgust,
1,fear,
2,anxiety,
1,sadness,
6,happiness,
6,relaxation,
5,desire,
7,worry,
7,disgust,
7,fear,
8,anxiety,
8,sadness,
1,happiness,
1,relaxation,
1,desire,
9,worry,
5,disgust,
9,fear,
9,anxiety,
9,sadness,
1,happiness,
1,relaxation,
1,desire,
6,worry,
1,disgust,
4,fear,
7,anxiety,
6,sadness,
4,happiness,
4,relaxation,
3,desire,
1,worry,
1,disgust,
1,fear,
1,anxiety,
1,sadness,
8,happiness,
7,relaxation,
1,desire,
7,worry,
2,disgust,
5,fear,
6,anxiety,
5,sadness,
4,happiness,
4,relaxation,
1,desire,
6,worry,
2,disgust,
3,fear,
6,anxiety,
2,sadness,
6,happiness,
6,relaxation,
2,desire,
7,worry,
5,disgust,
6,fear,
7,anxiety,
8,sadness,
4,happiness,
4,relaxation,
2,desire,
8,worry,
1,disgust,
6,fear,
9,anxiety,
6,sadness,
3,happiness,
3,relaxation,
3,desire,
1,worry,
8,disgust,
7,fear,
4,anxiety,
8,sadness,
4,happiness,
4,relaxation,
2,desire,
3,worry,
7,disgust,
2,fear,
2,anxiety,
5,sadness,
5,happiness,
5,relaxation,
3,desire,
7,worry,
1,disgust,
7,fear,
9,anxiety,
6,sadness,
2,happiness,
1,relaxation,
1,desire,
7,worry,
3,disgust,
6,fear,
8,anxiety,
6,sadness,
3,happiness,
3,relaxation,
3,desire,
7,worry,
6,disgust,
8,fear,
9,anxiety,
7,sadness,
6,happiness,
3,relaxation,
5,desire,
3,worry,
3,disgust,
4,fear,
3,anxiety,
5,sadness,
6,happiness,
4,relaxation,
3,desire,
3,worry,
3,disgust,
4,fear,
2,anxiety,
2,sadness,
6,happiness,
8,relaxation,
6,desire,
6,worry,
6,disgust,
6,fear,
7,anxiety,
6,sadness,
4,happiness,
3,relaxation,
3,desire,
4,worry,
3,disgust,
6,fear,
7,anxiety,
5,sadness,
4,happiness,
3,relaxation,
4,desire,
7,worry,
7,disgust,
6,fear,
7,anxiety,
8,sadness,
2,happiness,
2,relaxation,
4,desire,
8,worry,
1,disgust,
2,fear,
2,anxiety,
1,sadness,
9,happiness,
8,relaxation,
5,desire,
8,worry,
9,disgust,
7,fear,
8,anxiety,
8,sadness,
2,happiness,
1,relaxation,
1,desire,
6,worry,
1,disgust,
3,fear,
5,anxiety,
4,sadness,
5,happiness,
6,relaxation,
3,desire,
5,worry,
1,disgust,
5,fear,
5,anxiety,
7,sadness,
2,happiness,
5,relaxation,
1,desire,
7,worry,
1,disgust,
4,fear,
6,anxiety,
8,sadness,
2,happiness,
1,relaxation,
2,desire,
8,worry,
1,disgust,
7,fear,
8,anxiety,
7,sadness,
1,happiness,
1,relaxation,
1,desire,
7,worry,
4,disgust,
8,fear,
8,anxiety,
7,sadness,
1,happiness,
2,relaxation,
1,desire,
5,worry,
2,disgust,
2,fear,
4,anxiety,
2,sadness,
3,happiness,
3,relaxation,
1,desire,
7,worry,
1,disgust,
7,fear,
8,anxiety,
3,sadness,
5,happiness,
6,relaxation,
8,desire,
4,worry,
3,disgust,
4,fear,
6,anxiety,
4,sadness,
4,happiness,
8,relaxation,
2,desire,
7,worry,
1,disgust,
1,fear,
2,anxiety,
2,sadness,
5,happiness,
6,relaxation,
1,desire,
3,worry,
2,disgust,
2,fear,
2,anxiety,
2,sadness,
9,happiness,
9,relaxation,
1,desire,
7,worry,
1,disgust,
4,fear,
6,anxiety,
5,sadness,
4,happiness,
4,relaxation,
1,desire,
7,worry,
3,disgust,
8,fear,
7,anxiety,
7,sadness,
3,happiness,
3,relaxation,
2,desire,
8,worry,
2,disgust,
8,fear,
8,anxiety,
8,sadness,
3,happiness,
1,relaxation,
2,desire,
3,worry,
3,disgust,
2,fear,
3,anxiety,
4,sadness,
6,happiness,
7,relaxation,
9,desire,
6,worry,
1,disgust,
5,fear,
6,anxiety,
5,sadness,
4,happiness,
7,relaxation,
5,desire,
8,worry,
5,disgust,
7,fear,
8,anxiety,
6,sadness,
3,happiness,
3,relaxation,
3,desire,
9,worry,
2,disgust,
9,fear,
9,anxiety,
8,sadness,
2,happiness,
2,relaxation,
2,desire,
2,worry,
2,disgust,
4,fear,
4,anxiety,
8,sadness,
1,happiness,
1,relaxation,
1,desire,
6,worry,
1,disgust,
4,fear,
6,anxiety,
5,sadness,
4,happiness,
5,relaxation,
2,desire,
7,worry,
2,disgust,
2,fear,
4,anxiety,
3,sadness,
5,happiness,
5,relaxation,
1,desire,
7,worry,
2,disgust,
1,fear,
5,anxiety,
3,sadness,
7,happiness,
7,relaxation,
7,desire,
7,worry,
2,disgust,
7,fear,
7,anxiety,
7,sadness,
5,happiness,
6,relaxation,
5,desire,
6,worry,
2,disgust,
6,fear,
6,anxiety,
6,sadness,
3,happiness,
2,relaxation,
2,desire,
8,worry,
2,disgust,
7,fear,
8,anxiety,
5,sadness,
3,happiness,
3,relaxation,
2,desire,
6,worry,
2,disgust,
6,fear,
6,anxiety,
6,sadness,
3,happiness,
3,relaxation,
3,desire,
4,worry,
3,disgust,
6,fear,
7,anxiety,
4,sadness,
6,happiness,
7,relaxation,
4,desire,
7,worry,
1,disgust,
4,fear,
4,anxiety,
5,sadness,
6,happiness,
9,relaxation,
4,desire,
6,worry,
1,disgust,
2,fear,
7,anxiety,
3,sadness,
7,happiness,
6,relaxation,
5,desire,
3,worry,
2,disgust,
7,fear,
7,anxiety,
8,sadness,
4,happiness,
8,relaxation,
1,desire,
7,worry,
1,disgust,
2,fear,
2,anxiety,
1,sadness,
7,happiness,
8,relaxation,
1,desire,
8,worry,
2,disgust,
3,fear,
5,anxiety,
3,sadness,
4,happiness,
4,relaxation,
4,desire,
6,worry,
1,disgust,
6,fear,
6,anxiety,
8,sadness,
2,happiness,
3,relaxation,
3,desire,
9,worry,
4,disgust,
7,fear,
9,anxiety,
9,sadness,
2,happiness,
2,relaxation,
2,desire,
7,worry,
4,disgust,
8,fear,
8,anxiety,
7,sadness,
3,happiness,
4,relaxation,
2,desire,
7,worry,
4,disgust,
4,fear,
